customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBucket,ChargeTier,ServiceCount,ChurnFlag,AtRisk
9307-ABCD,Female,0,Yes,Yes,30,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),22.2,666.0,No,25-48 months,Low (<$35),0,0,0
9056-ABCD,Female,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,36.52,1716.44,No,25-48 months,Mid ($35-65),3,0,0
6777-ABCD,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.26,2740.14,Yes,25-48 months,High (>$65),1,1,0
7969-ABCD,Male,0,Yes,No,4,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,27.7,110.8,No,0-12 months,Low (<$35),0,0,0
8617-ABCD,Female,0,No,Yes,37,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.87,1845.19,No,25-48 months,Mid ($35-65),1,0,0
8536-ABCD,Male,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.1,5573.8,No,49-72 months,High (>$65),4,0,0
4450-ABCD,Female,0,No,No,3,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,24.68,74.04,No,0-12 months,Low (<$35),0,0,0
7443-ABCD,Female,0,Yes,Yes,57,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.59,3624.63,No,49-72 months,Mid ($35-65),1,0,0
6114-ABCD,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,85.25,1534.5,Yes,13-24 months,High (>$65),5,1,0
4571-ABCD,Male,1,Yes,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),61.81,741.72,No,0-12 months,Mid ($35-65),2,0,1
1568-ABCD,Female,1,Yes,No,55,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,88.76,4881.8,No,49-72 months,High (>$65),2,0,0
6997-ABCD,Female,1,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,90.61,1268.54,No,13-24 months,High (>$65),1,0,0
7639-ABCD,Male,1,No,No,64,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,58.22,3726.08,No,49-72 months,Mid ($35-65),3,0,0
3832-ABCD,Male,0,Yes,No,63,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),57.42,3617.46,No,49-72 months,Mid ($35-65),1,0,0
8753-ABCD,Male,0,No,Yes,17,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),43.45,738.65,No,13-24 months,Mid ($35-65),5,0,0
9314-ABCD,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),50.4,3578.4,No,49-72 months,Mid ($35-65),2,0,0
2675-ABCD,Female,0,Yes,No,56,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,29.67,1661.52,No,49-72 months,Low (<$35),0,0,0
5917-ABCD,Female,0,No,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),25.53,25.53,No,0-12 months,Low (<$35),2,0,0
7468-ABCD,Female,0,No,Yes,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,21.35,85.4,No,0-12 months,Low (<$35),0,0,1
9979-ABCD,Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,72.65,2397.45,No,25-48 months,High (>$65),3,0,0
1809-ABCD,Female,0,Yes,No,66,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),36.85,2432.1,Yes,49-72 months,Mid ($35-65),0,1,0
4935-ABCD,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,87.21,3401.19,No,25-48 months,High (>$65),2,0,0
6412-ABCD,Female,0,No,No,36,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,25.21,907.56,No,25-48 months,Low (<$35),5,0,0
8578-ABCD,Male,0,Yes,No,7,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.35,142.45,No,0-12 months,Low (<$35),0,0,0
6390-ABCD,Female,1,No,No,47,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.52,1387.44,No,25-48 months,Low (<$35),0,0,0
1128-ABCD,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.34,2466.18,Yes,25-48 months,High (>$65),2,1,0
4601-ABCD,Male,0,Yes,Yes,56,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.12,2750.72,No,49-72 months,Mid ($35-65),1,0,0
9536-ABCD,Male,0,Yes,No,70,No,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,54.37,3805.9,No,49-72 months,Mid ($35-65),3,0,0
7080-ABCD,Male,0,No,Yes,14,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,49.73,696.22,No,13-24 months,Mid ($35-65),0,0,0
5319-ABCD,Female,0,No,No,20,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.92,398.4,Yes,13-24 months,Low (<$35),0,1,0
7568-ABCD,Female,0,No,No,57,No,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.13,1090.41,Yes,49-72 months,Low (<$35),0,1,0
2513-ABCD,Female,1,No,No,42,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),28.35,1190.7,No,25-48 months,Low (<$35),2,0,0
4465-ABCD,Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.01,3266.46,Yes,25-48 months,High (>$65),0,1,0
9678-ABCD,Female,1,No,Yes,38,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.61,745.18,No,25-48 months,Low (<$35),0,0,0
6719-ABCD,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,63.39,697.29,Yes,0-12 months,Mid ($35-65),4,1,0
9828-ABCD,Male,1,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,56.65,2832.5,Yes,49-72 months,Mid ($35-65),3,1,0
9281-ABCD,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),51.0,1173.0,Yes,13-24 months,Mid ($35-65),1,1,0
8933-ABCD,Female,0,No,No,62,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,22.97,1424.14,No,49-72 months,Low (<$35),0,0,0
2937-ABCD,Male,0,No,No,66,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,52.98,3496.68,Yes,49-72 months,Mid ($35-65),3,1,0
6677-ABCD,Female,0,Yes,No,20,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.85,497.0,Yes,13-24 months,Low (<$35),0,1,0
8306-ABCD,Female,0,No,No,71,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,39.16,2780.36,Yes,49-72 months,Mid ($35-65),1,1,0
6113-ABCD,Female,0,No,Yes,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,32.77,426.01,No,13-24 months,Low (<$35),3,0,0
9546-ABCD,Male,0,Yes,No,65,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,57.45,3734.25,No,49-72 months,Mid ($35-65),1,0,0
2463-ABCD,Female,0,No,No,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),47.55,2234.85,No,25-48 months,Mid ($35-65),5,0,0
9450-ABCD,Female,1,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),41.56,457.16,Yes,0-12 months,Mid ($35-65),3,1,0
3194-ABCD,Male,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),59.17,1893.44,No,25-48 months,Mid ($35-65),1,0,0
3865-ABCD,Male,0,No,No,58,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.0,1102.0,No,49-72 months,Low (<$35),0,0,0
1691-ABCD,Male,1,Yes,No,36,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),58.3,2098.8,No,25-48 months,Mid ($35-65),2,0,0
4826-ABCD,Male,1,No,No,70,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,56.63,3964.1,No,49-72 months,Mid ($35-65),2,0,0
1664-ABCD,Female,1,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),90.27,2708.1,No,25-48 months,High (>$65),2,0,0
7227-ABCD,Male,0,No,No,71,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,22.05,1565.55,Yes,49-72 months,Low (<$35),0,1,0
4274-ABCD,Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.3,4094.4,Yes,25-48 months,High (>$65),3,1,0
1644-ABCD,Female,0,Yes,No,46,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),34.09,1568.14,No,25-48 months,Low (<$35),2,0,0
2024-ABCD,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.41,976.92,Yes,0-12 months,High (>$65),1,1,0
1252-ABCD,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,86.71,5549.44,No,49-72 months,High (>$65),2,0,0
8831-ABCD,Female,0,No,Yes,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,57.32,1776.92,No,25-48 months,Mid ($35-65),0,0,0
2043-ABCD,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.72,711.92,Yes,0-12 months,Mid ($35-65),2,1,0
2882-ABCD,Female,0,Yes,Yes,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.64,0.0,No,0-12 months,Mid ($35-65),1,0,1
1654-ABCD,Female,0,Yes,No,38,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,21.71,824.98,Yes,25-48 months,Low (<$35),0,1,0
7872-ABCD,Female,0,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,20.73,1077.96,No,49-72 months,Low (<$35),0,0,0
6285-ABCD,Male,1,No,No,64,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),72.24,4623.36,No,49-72 months,High (>$65),0,0,0
4398-ABCD,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.66,433.3,Yes,0-12 months,High (>$65),2,1,0
8692-ABCD,Female,0,No,Yes,53,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,56.56,2997.68,Yes,49-72 months,Mid ($35-65),3,1,0
1054-ABCD,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.52,786.76,Yes,13-24 months,Mid ($35-65),2,1,0
9175-ABCD,Female,0,Yes,No,62,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,27.22,1687.64,Yes,49-72 months,Low (<$35),0,1,0
5509-ABCD,Male,0,No,No,39,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,22.52,878.28,No,25-48 months,Low (<$35),0,0,0
9386-ABCD,Male,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,67.88,3461.88,No,49-72 months,High (>$65),3,0,0
3373-ABCD,Male,0,Yes,Yes,22,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.3,446.6,No,13-24 months,Low (<$35),0,0,0
9631-ABCD,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.1,2723.4,No,25-48 months,High (>$65),2,0,0
2922-ABCD,Male,0,No,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,55.8,1841.4,No,25-48 months,Mid ($35-65),3,0,0
6898-ABCD,Female,1,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,74.08,1926.08,Yes,25-48 months,High (>$65),4,1,0
3649-ABCD,Female,1,No,No,60,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),25.43,1525.8,No,49-72 months,Low (<$35),3,0,0
3994-ABCD,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,69.15,1659.6,No,13-24 months,High (>$65),3,0,0
5489-ABCD,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,23.74,284.88,No,0-12 months,Low (<$35),0,0,0
7130-ABCD,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.02,1786.02,Yes,49-72 months,Mid ($35-65),1,1,0
8900-ABCD,Male,1,Yes,No,60,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),28.85,1731.0,Yes,49-72 months,Low (<$35),1,1,0
9293-ABCD,Female,1,No,No,17,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),38.65,657.05,No,13-24 months,Mid ($35-65),2,0,0
9182-ABCD,Male,0,No,No,54,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),43.15,2330.1,No,49-72 months,Mid ($35-65),1,0,0
6202-ABCD,Male,0,No,Yes,45,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),36.79,1655.55,No,25-48 months,Mid ($35-65),2,0,0
5660-ABCD,Male,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),91.62,5588.82,Yes,49-72 months,High (>$65),4,1,0
1216-ABCD,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,53.86,2477.56,No,25-48 months,Mid ($35-65),2,0,0
6770-ABCD,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),73.24,659.16,Yes,0-12 months,High (>$65),3,1,0
6523-ABCD,Female,0,No,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,94.97,4653.53,Yes,49-72 months,High (>$65),4,1,0
1488-ABCD,Female,0,Yes,No,50,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.36,1918.0,Yes,49-72 months,Mid ($35-65),1,1,0
3155-ABCD,Male,1,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,78.09,390.45,No,0-12 months,High (>$65),2,0,1
4816-ABCD,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,98.93,1187.16,Yes,0-12 months,High (>$65),3,1,0
1428-ABCD,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.25,3735.5,No,49-72 months,Mid ($35-65),3,0,0
8706-ABCD,Female,0,No,No,61,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),21.83,1331.63,No,49-72 months,Low (<$35),0,0,0
2909-ABCD,Female,0,Yes,No,20,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.44,368.8,Yes,13-24 months,Low (<$35),0,1,0
8801-ABCD,Male,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),42.74,1966.04,No,25-48 months,Mid ($35-65),1,0,0
2078-ABCD,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,70.36,3518.0,No,49-72 months,High (>$65),2,0,0
6253-ABCD,Female,0,No,No,37,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.34,678.58,No,25-48 months,Low (<$35),0,0,0
6349-ABCD,Male,0,No,No,15,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,53.37,800.55,No,13-24 months,Mid ($35-65),3,0,0
9526-ABCD,Female,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.9,117.8,No,0-12 months,Mid ($35-65),4,0,0
3638-ABCD,Male,1,Yes,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.91,2132.02,Yes,13-24 months,High (>$65),2,1,0
4105-ABCD,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,84.01,3948.47,No,25-48 months,High (>$65),1,0,0
8101-ABCD,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,42.46,2887.28,Yes,49-72 months,Mid ($35-65),3,1,0
7740-ABCD,Male,0,Yes,No,63,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),18.55,1168.65,No,49-72 months,Low (<$35),0,0,0
3209-ABCD,Female,0,Yes,No,57,No,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.63,1688.91,Yes,49-72 months,Low (<$35),0,1,0
2910-ABCD,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,97.18,4664.64,No,25-48 months,High (>$65),3,0,0
7241-ABCD,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.24,1524.56,Yes,13-24 months,High (>$65),3,1,0
7267-ABCD,Female,0,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),49.72,3281.52,No,49-72 months,Mid ($35-65),3,0,0
8296-ABCD,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,56.35,2704.8,Yes,25-48 months,Mid ($35-65),3,1,0
6446-ABCD,Male,0,No,Yes,40,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,60.01,2400.4,No,25-48 months,Mid ($35-65),1,0,0
5565-ABCD,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.16,617.28,Yes,0-12 months,High (>$65),2,1,0
4744-ABCD,Male,0,Yes,No,32,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.58,690.56,Yes,25-48 months,Low (<$35),0,1,0
7692-ABCD,Male,0,No,No,33,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.98,659.34,No,25-48 months,Low (<$35),0,0,0
7705-ABCD,Female,0,No,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),45.64,2875.32,No,49-72 months,Mid ($35-65),4,0,0
8493-ABCD,Female,1,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),88.52,3452.28,No,25-48 months,High (>$65),1,0,0
1497-ABCD,Male,0,Yes,No,27,No,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),57.14,1542.78,No,25-48 months,Mid ($35-65),1,0,0
6282-ABCD,Male,1,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,18.52,1314.92,No,49-72 months,Low (<$35),0,0,0
8311-ABCD,Female,0,No,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.56,372.48,Yes,0-12 months,Mid ($35-65),0,1,0
8103-ABCD,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,70.02,3781.08,No,49-72 months,High (>$65),3,0,0
7884-ABCD,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),69.9,4683.3,Yes,49-72 months,High (>$65),3,1,0
7759-ABCD,Female,0,Yes,No,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.08,401.6,No,13-24 months,Low (<$35),0,0,0
7440-ABCD,Male,0,No,Yes,62,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.87,1479.94,No,49-72 months,Low (<$35),0,0,0
6482-ABCD,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),99.79,2095.59,No,13-24 months,High (>$65),0,0,0
9365-ABCD,Male,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.51,6105.66,No,49-72 months,High (>$65),2,0,0
1437-ABCD,Female,1,Yes,No,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,64.23,3532.65,No,49-72 months,Mid ($35-65),3,0,0
7193-ABCD,Female,1,Yes,No,58,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,22.36,1296.88,No,49-72 months,Low (<$35),0,0,0
3224-ABCD,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.89,32.89,No,0-12 months,Low (<$35),1,0,1
8837-ABCD,Male,0,No,No,70,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.6,3542.0,No,49-72 months,Mid ($35-65),1,0,0
8182-ABCD,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),73.86,3914.58,No,49-72 months,High (>$65),1,0,0
4793-ABCD,Male,0,Yes,Yes,22,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),51.92,1142.24,No,13-24 months,Mid ($35-65),3,0,0
8823-ABCD,Female,0,No,No,60,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.89,5573.4,Yes,49-72 months,High (>$65),2,1,0
7144-ABCD,Male,0,Yes,No,63,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.55,3247.65,No,49-72 months,Mid ($35-65),0,0,0
7538-ABCD,Female,1,Yes,Yes,8,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,29.9,239.2,Yes,0-12 months,Low (<$35),1,1,0
3726-ABCD,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),80.04,4082.04,No,49-72 months,High (>$65),2,0,0
2481-ABCD,Male,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,77.93,3039.27,No,25-48 months,High (>$65),3,0,0
9328-ABCD,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.52,381.64,No,0-12 months,Mid ($35-65),1,0,1
3274-ABCD,Female,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,55.75,947.75,Yes,13-24 months,Mid ($35-65),4,1,0
2011-ABCD,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,31.0,0.0,Yes,0-12 months,Low (<$35),2,1,0
6198-ABCD,Male,0,No,Yes,34,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.75,841.5,Yes,25-48 months,Low (<$35),0,1,0
1703-ABCD,Male,0,Yes,No,21,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.94,1762.74,No,13-24 months,High (>$65),2,0,0
8782-ABCD,Male,1,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.74,3901.82,Yes,25-48 months,High (>$65),2,1,0
3943-ABCD,Female,0,No,No,21,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),37.85,794.85,Yes,13-24 months,Mid ($35-65),2,1,0
8604-ABCD,Male,0,No,No,54,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),62.33,3365.82,No,49-72 months,Mid ($35-65),3,0,0
9807-ABCD,Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,60.75,3948.75,No,49-72 months,Mid ($35-65),4,0,0
4271-ABCD,Female,0,Yes,No,43,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.11,864.73,Yes,25-48 months,Low (<$35),0,1,0
8166-ABCD,Female,0,Yes,No,65,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.03,1301.95,Yes,49-72 months,Low (<$35),0,1,0
4867-ABCD,Female,0,No,Yes,13,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,61.2,795.6,Yes,13-24 months,Mid ($35-65),0,1,0
6251-ABCD,Female,0,Yes,No,5,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,23.26,116.3,No,0-12 months,Low (<$35),0,0,0
9297-ABCD,Female,0,No,No,58,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.27,4887.66,No,49-72 months,High (>$65),2,0,0
2951-ABCD,Male,0,No,Yes,42,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),37.17,1561.14,No,25-48 months,Mid ($35-65),3,0,0
6162-ABCD,Female,0,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,21.07,1517.04,No,49-72 months,Low (<$35),0,0,0
8899-ABCD,Female,0,No,No,38,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,35.24,1339.12,Yes,25-48 months,Mid ($35-65),2,1,0
7637-ABCD,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,51.4,205.6,Yes,0-12 months,Mid ($35-65),3,1,0
